index,Age,Prof,Det,Amb,Mins,Av Rat,Imp M,Pres,Cons,Ada,Inj Pr,WR,CA,Margin,Training facilities,Div Rep,Growth
4224,24.706365503080082,11,12,14,1598,6.74,11,8,10,12,6,500,59,26,5,46,0
4225,26.053388090349078,14,14,12,1535,6.72,12,13,13,13,6,2750,113,17,15,134,0
4226,24.49281314168378,12,11,10,1815,6.96,8,9,9,9,7,1500,95,10,9,72,0
4227,28.93908281998631,12,11,14,1114,6.67,10,10,11,8,10,2250,89,21,12,107,-1
4228,25.861738535249827,8,12,8,1393,6.84,6,7,10,11,6,1900,92,3,12,85,-1
4229,26.094455852156056,12,6,12,3044,6.66,9,9,9,18,6,750,61,19,9,46,0
4230,25.963039014373717,9,16,9,1202,6.83,8,8,12,11,10,1650,81,44,11,72,0
4231,26.06160164271047,10,11,11,3634,7.07,7,10,12,11,8,1500,94,16,7,72,1
4232,24.50924024640657,18,12,11,3096,6.91,10,11,13,7,4,3500,119,11,15,134,4
4233,24.66803559206023,15,13,9,1683,7.09,9,10,8,10,8,2250,105,7,10,107,0
4234,24.366872005475702,11,6,11,3447,6.71,6,12,12,7,8,1300,84,8,10,72,1
4235,24.1533196440794,13,10,10,3261,6.75,10,10,10,9,5,2250,99,21,11,85,2
4236,24.44626967830253,15,14,11,1049,6.86,9,12,9,12,15,2250,92,21,12,85,-1
4238,24.175222450376456,12,13,9,3216,7.12,3,11,5,18,12,1750,65,15,3,46,0
4239,24.752908966461327,12,13,9,2050,6.76,12,12,12,10,7,5250,133,20,13,185,0
4240,24.197125256673512,10,10,7,859,6.84,10,8,7,9,5,1500,71,24,11,72,0
4241,24.175222450376456,14,14,10,90,6.7,12,12,10,12,12,2250,103,20,12,107,-2
4242,24.763860369609855,11,12,14,1415,6.79,14,10,6,19,9,500,61,14,2,46,0
4243,24.23545516769336,10,10,10,2971,6.95,7,9,7,15,12,750,69,13,8,46,0
4245,24.71457905544148,10,6,10,888,7.0,7,12,12,10,7,1500,81,19,7,85,0
4246,24.35318275154004,8,14,10,4089,6.79,5,12,14,19,11,1400,75,25,6,46,0
4247,24.761122518822724,15,12,14,3525,6.89,11,9,9,14,12,2250,100,30,9,107,11
4248,24.640657084188913,12,14,11,2817,6.7,11,11,10,10,5,750,64,31,6,46,7
4249,24.646132785763175,12,14,11,1953,6.61,10,14,7,8,7,3250,109,20,14,134,0
4250,24.815879534565365,14,13,12,2636,6.98,14,16,13,5,5,5000,128,3,17,147,0
4251,24.123203285420946,12,12,13,3397,7.03,13,12,14,8,10,2200,99,13,12,85,0
4252,23.88227241615332,18,17,13,1579,6.77,11,10,12,17,6,2750,111,20,10,134,2
4253,24.695414099931554,11,12,13,2116,6.8,11,12,11,10,9,2750,108,12,10,134,0
4254,25.308692676249144,13,12,11,2717,6.7,12,11,11,12,9,2750,121,9,15,134,2
4255,24.689938398357288,11,7,14,3483,6.94,10,10,11,14,8,2800,107,15,13,107,1
4256,23.99726214921287,10,11,11,2312,6.76,13,12,13,15,5,3300,111,12,18,160,0
4257,25.234770704996578,15,15,14,71,6.55,12,14,14,13,14,5000,130,14,11,185,-2
4258,24.815879534565365,12,15,12,2337,6.72,6,11,8,13,14,750,70,10,7,72,0
4259,24.78028747433265,17,17,14,4121,6.9,8,14,16,12,4,500,78,47,6,46,5
4260,24.577686516084874,10,11,14,1451,6.72,10,9,7,13,7,2000,90,20,9,85,1
4261,24.54757015742642,12,7,12,2150,6.84,12,8,10,8,17,1500,78,27,9,72,0
4262,23.923340177960302,15,12,12,4463,7.38,14,14,12,10,8,1000,89,7,7,46,0
4263,23.969883641341546,16,13,13,3508,6.97,12,14,11,15,4,3750,117,28,16,134,0
4265,23.956194387405887,11,19,8,3640,6.98,11,6,9,6,8,1000,69,7,10,46,0
4266,29.136208076659823,9,14,8,1350,7.04,5,12,7,19,17,500,61,3,6,46,-3
4267,24.569472963723477,15,15,10,3744,6.82,6,12,9,13,3,500,84,8,6,46,1
4268,24.23545516769336,13,14,12,3792,6.75,7,12,7,14,5,1250,59,11,5,46,0
4269,24.240930869267626,15,16,15,3283,6.8,10,12,14,14,7,2750,105,30,12,107,8
4270,24.20807665982204,16,13,15,3120,6.78,11,14,11,13,3,6150,135,10,13,185,0
4271,25.831622176591377,11,12,14,3829,6.72,10,12,10,10,5,3250,115,10,16,134,3
4272,24.213552361396303,9,9,10,674,6.78,8,10,6,15,4,1750,72,24,6,46,0
4273,23.838466803559207,15,13,12,3907,6.9,10,10,15,13,6,2750,116,10,8,107,0
4274,24.317590691307323,10,9,8,3566,6.76,10,6,7,12,11,2500,103,14,8,107,0
4275,24.577686516084874,10,13,10,3377,6.8,10,8,12,5,5,1250,68,47,3,46,9
4276,24.030116358658454,11,10,12,3881,6.84,12,11,8,12,7,750,68,22,2,46,1
4277,24.082135523613964,12,12,8,1910,6.63,9,13,9,6,11,1500,69,54,11,72,6
4278,27.33196440793977,13,13,11,3307,6.69,8,13,10,14,6,2500,90,9,5,80,2
4279,24.539356605065024,8,11,9,3279,6.77,11,12,9,16,8,2000,72,38,7,72,4
4280,25.229295003422312,16,15,12,2464,6.63,12,14,16,12,5,4500,123,9,14,185,0
4281,25.22108145106092,11,12,13,1823,6.99,8,12,11,14,5,2350,111,9,10,134,3
4282,25.475701574264203,11,9,12,2976,6.96,14,10,9,18,11,900,59,27,5,46,2
4283,24.591375770020534,13,13,11,1885,6.92,11,12,7,8,5,750,62,13,5,46,0
4284,24.334017796030118,9,8,9,3600,6.79,2,8,3,20,9,1500,68,18,5,46,0
4285,24.815879534565365,12,15,12,384,6.61,13,12,9,12,6,2750,109,16,14,107,0
4286,24.6652977412731,10,14,9,327,6.57,8,11,9,11,7,1800,79,39,12,85,1
4287,24.61601642710472,15,13,11,3492,6.69,12,13,14,7,17,2000,97,23,9,85,3
4288,24.700889801505816,11,10,8,1259,6.79,10,9,11,19,13,1750,80,25,11,85,2
4289,24.815879534565365,13,12,14,3525,6.94,11,10,16,10,6,1750,73,44,3,72,8
4291,24.210814510609172,14,13,15,576,6.59,11,11,11,7,4,3000,110,24,14,134,1
4292,24.021902806297057,11,11,12,2816,6.87,10,10,10,14,4,2250,92,38,9,85,3
4293,24.955509924709105,14,13,14,2726,6.77,10,12,14,14,10,5250,117,13,18,120,4
4294,24.05475701574264,15,13,12,4195,6.82,8,11,13,14,7,1050,55,45,1,46,8
4295,24.670773442847366,11,15,12,3640,6.73,11,11,16,17,8,500,64,11,12,46,2
4296,24.659822039698838,10,11,11,3838,6.79,11,13,14,13,16,1750,81,24,7,72,4
4297,28.125941136208077,10,12,12,489,6.83,7,7,10,3,6,1750,90,15,11,85,0
4298,24.424366872005475,11,12,12,903,6.51,7,11,12,15,15,2000,72,43,7,72,2
4299,23.96167008898015,12,13,12,866,6.79,11,8,9,13,11,1700,72,23,7,72,0
4300,24.657084188911703,9,11,8,236,6.65,1,10,15,18,11,500,60,15,3,46,0
4301,23.969883641341546,12,7,11,3277,6.96,7,11,12,17,12,1250,64,53,5,46,2
4303,24.290212183436,8,12,8,2690,6.84,10,8,12,10,5,1000,85,15,3,72,0
4304,24.281998631074607,10,12,14,376,6.78,11,11,12,12,8,5400,135,10,13,185,0
4305,22.978781656399725,11,14,15,271,6.67,11,9,11,13,5,2300,92,23,12,107,0
4306,23.923340177960302,14,15,14,2106,6.96,12,13,14,8,3,1250,73,17,5,72,3
4307,24.531143052703626,12,10,10,1648,6.9,10,10,10,13,7,2000,90,30,7,72,-1
4308,24.317590691307323,11,16,12,2136,6.82,11,10,7,15,8,1400,72,13,6,46,0
4309,23.94524298425736,11,12,10,3151,6.89,12,11,11,10,7,2500,105,10,13,107,0
4311,24.813141683778234,11,14,10,3191,7.24,8,11,10,6,5,3750,122,3,17,147,0
4312,24.175222450376456,16,16,13,576,6.7,13,14,14,16,8,5250,133,10,15,173,0
4313,24.50924024640657,16,15,11,3716,6.84,10,11,8,12,7,3250,106,9,10,107,2
4314,24.145106091718002,13,15,13,2957,6.6,11,9,9,14,6,1250,80,31,6,85,3
4315,24.50924024640657,10,13,16,366,7.07,11,8,8,14,4,2750,114,11,15,134,0
4316,24.386036960985628,11,6,10,4457,6.79,15,10,11,15,9,100,66,44,6,46,3
4317,23.98904859685147,13,12,12,2424,6.71,10,10,10,7,13,1850,79,36,11,72,3
4318,23.854893908281998,16,14,12,3282,7.01,10,11,12,12,7,2500,118,7,8,107,0
4319,24.4435318275154,10,13,10,3931,6.81,10,10,11,10,7,500,75,10,6,46,0
4320,24.6652977412731,13,10,8,3216,6.72,8,8,10,8,11,2250,86,26,9,85,6
4321,23.83299110198494,9,4,10,2846,6.62,8,11,10,7,6,1500,64,46,3,46,2
4322,23.852156057494867,11,8,9,4089,6.96,9,10,11,8,13,1100,72,10,5,46,0
4323,24.262833675564682,14,10,11,4501,6.85,10,12,8,14,5,1000,75,20,7,46,0
4324,24.27104722792608,13,14,13,3133,6.78,10,10,13,2,3,3250,114,9,12,147,0
4325,24.427104722792606,11,11,10,2544,6.84,6,12,8,11,5,1750,88,32,12,85,6
4326,24.019164955509925,8,10,11,3716,7.0,8,11,10,16,5,1000,84,22,9,72,0
4327,24.432580424366872,12,14,13,3310,6.75,8,13,11,12,5,1750,75,50,7,72,1
4328,25.399041752224505,10,11,13,2776,6.8,15,9,12,18,9,2300,96,8,10,73,0
4329,24.72826830937714,9,15,10,3868,6.91,4,12,10,12,7,1000,82,28,6,72,5
4330,27.241615331964407,13,14,13,2672,6.77,7,10,9,13,3,1500,76,14,7,72,-1
4331,26.50513347022587,12,10,14,2152,7.03,11,7,10,18,11,3250,108,17,15,107,4
4332,26.70773442847365,9,13,12,2924,7.11,8,8,10,14,6,1500,81,16,6,72,0
4333,23.633127994524298,15,15,12,2699,6.79,10,10,14,10,4,4500,124,11,14,173,0
4334,23.652292950034223,13,17,12,3817,6.83,13,12,12,15,5,2500,114,11,13,107,0
4335,24.186173853524984,12,16,10,2194,6.85,5,11,13,13,5,1250,79,25,7,46,0
4336,25.36892539356605,9,9,11,4322,6.76,11,8,11,15,5,1700,74,49,4,46,4
4337,24.465434633812457,14,13,13,4025,6.94,11,9,12,7,2,2250,109,26,13,107,5
4338,24.21902806297057,8,8,11,317,6.9,6,8,9,15,6,1500,81,41,9,72,0
4339,23.123887748117728,12,12,14,61,6.8,13,13,12,14,2,5750,137,14,20,185,0
4340,25.377138945927445,13,15,16,818,6.91,12,12,13,13,10,4500,120,25,15,130,0
4341,22.844626967830255,14,13,18,818,7.41,11,12,12,17,3,5150,133,17,16,158,3
4342,26.78713210130048,11,12,11,3591,6.99,10,12,10,9,5,2750,104,21,11,107,2
4343,28.813141683778234,16,15,12,1958,6.88,10,10,9,10,8,1850,87,23,8,85,-2
4344,23.266255989048595,13,12,14,1824,6.92,12,11,11,14,6,3000,112,25,18,134,4
4345,25.177275838466805,10,5,10,3276,6.65,11,12,18,8,9,1250,70,40,6,46,0
4346,23.67693360711841,13,6,10,3689,6.98,8,9,6,5,14,2100,106,29,8,107,8
4347,23.00889801505818,16,12,12,1711,6.91,13,11,12,16,5,2600,95,17,8,107,1
4348,23.619438740588638,14,14,12,3260,6.95,12,11,12,9,6,2500,119,6,14,134,0
4349,27.44147843942505,14,10,8,1616,6.88,12,12,11,11,7,750,85,25,8,80,-1
4350,23.123887748117728,15,11,11,1410,6.91,9,15,10,13,9,3750,108,30,11,107,5
4351,23.45242984257358,12,14,11,2831,6.94,8,14,13,12,10,1250,80,26,7,72,5
4352,23.742642026009584,14,16,15,3330,6.67,10,12,11,13,15,2750,112,23,14,134,7
4353,22.90485968514716,13,14,12,360,6.45,9,8,10,12,8,1250,64,41,12,46,0
4355,23.433264887063654,7,9,7,158,6.72,13,12,11,6,4,2500,88,22,6,85,0
4356,23.81656399726215,12,13,11,3331,6.76,8,12,10,6,6,1500,69,36,4,46,1
4357,24.227241615331966,10,7,11,189,6.77,10,11,19,12,5,1350,82,8,10,94,0
4359,23.77549623545517,10,11,10,739,6.63,4,11,11,10,8,1150,95,10,12,85,0
4360,23.06365503080082,14,14,14,2570,7.03,9,12,10,14,5,2100,105,15,11,85,0
4361,24.774811772758383,11,12,10,3698,7.07,12,13,5,20,8,500,65,20,5,46,0
4363,23.731690622861056,11,14,14,4267,6.82,9,8,8,11,5,1100,60,45,9,46,11
4364,23.531827515400412,15,11,10,975,6.7,8,11,10,14,10,750,69,41,9,46,5
4365,23.45242984257358,14,12,12,1697,6.72,10,10,9,20,14,2250,94,26,12,107,5
4366,23.77549623545517,8,8,11,2356,7.06,6,11,5,20,5,1500,68,52,9,72,5
4367,23.345653661875428,13,11,10,410,6.76,9,12,12,7,11,2250,87,29,13,85,1
4368,22.954140999315538,14,12,12,3741,6.92,9,10,10,13,12,3000,114,26,9,134,11
4369,23.66324435318275,12,15,11,3823,6.9,12,10,12,17,12,2750,101,27,11,107,7
4370,23.227926078028748,12,12,14,0,0.0,7,9,8,7,5,1250,77,25,9,85,0
4371,23.345653661875428,11,12,11,2773,7.01,10,11,11,8,4,3250,108,18,15,107,7
4372,23.49349760438056,16,17,15,2494,6.67,14,14,15,16,3,5750,130,30,13,185,7
4373,23.679671457905545,10,10,11,438,6.79,11,9,12,13,2,2500,78,37,9,72,0
4374,23.737166324435318,11,7,8,4404,6.84,9,7,10,10,5,450,71,7,3,46,0
4375,26.28062970568104,13,12,11,3061,6.76,7,9,8,20,9,1000,68,17,9,46,0
4376,25.752224503764545,15,5,10,3155,6.95,9,8,10,8,7,1750,75,21,7,46,0
4377,23.66050650239562,14,16,15,4013,6.8,16,10,15,11,12,3750,117,24,16,134,11
4380,23.808350444900753,12,11,10,494,6.8,11,9,13,9,8,2300,105,18,17,107,0
4381,23.523613963039015,14,16,11,3788,6.91,11,11,9,14,9,2500,97,9,9,85,0
4382,23.32375085557837,9,10,8,3123,7.38,14,11,12,10,8,1750,74,41,7,72,9
4383,24.763860369609855,13,14,13,200,6.9,12,13,7,10,3,2000,85,25,12,85,1
4384,23.61122518822724,8,9,10,4346,6.75,7,9,10,8,2,2000,77,33,3,46,0
4385,23.433264887063654,15,12,8,4326,6.79,8,11,11,19,5,750,71,25,2,46,0
4386,23.759069130732374,13,14,13,3630,6.72,12,13,11,14,7,1000,58,15,10,46,0
4387,23.38945927446954,12,6,11,2580,6.62,10,11,9,10,12,1750,90,16,8,107,0
4388,23.529089664613277,12,12,10,3738,6.74,11,8,10,8,8,2000,87,13,7,72,0
4389,23.64681724845996,15,17,11,3712,6.94,10,9,14,10,4,2250,95,20,6,85,0
4390,23.290896646132786,11,11,14,2259,6.65,8,12,10,12,5,2000,87,23,20,107,6
4391,23.770020533880903,12,12,12,3822,6.73,11,12,12,14,8,3250,123,12,15,134,0
4392,23.27173169062286,13,13,11,3021,6.7,12,12,10,20,4,3250,95,30,10,107,11
4393,23.734428473648187,14,14,12,994,6.93,11,13,10,10,8,3800,114,21,18,134,0
4394,23.66324435318275,14,14,12,3291,7.08,9,11,16,14,8,2000,99,16,12,85,0
4395,23.685147159479808,11,16,12,3312,6.71,9,9,11,20,8,2000,89,26,8,107,7
4396,23.093771389459274,11,6,13,3160,6.88,9,14,7,16,8,2250,90,25,6,85,5
4397,23.550992470910334,12,13,12,1497,6.86,11,11,13,4,5,1500,78,12,7,72,0
4398,24.473648186173854,12,11,9,3423,6.95,7,9,11,9,6,1000,81,14,6,72,0
4400,23.696098562628336,14,14,12,3195,6.86,12,14,12,12,12,2500,108,22,13,107,4
4401,22.798083504449007,14,13,14,3009,6.93,13,15,12,10,9,6000,136,16,18,134,1
4402,23.430527036276523,12,14,13,2719,6.83,12,12,13,11,10,5750,134,21,13,185,0
4403,23.433264887063654,16,13,11,3510,7.1,11,12,9,13,8,3750,124,11,14,134,1
4404,23.548254620123203,10,11,9,3064,6.84,11,11,12,13,5,3000,116,22,13,134,6
4405,23.430527036276523,16,14,8,3352,6.85,12,10,11,7,13,2300,92,8,14,72,0
4406,22.99520876112252,12,14,15,917,6.85,11,14,12,8,6,3000,105,25,11,117,5
4407,26.420260095824776,6,13,7,1041,6.72,8,11,10,8,5,1650,85,10,11,72,0
4408,23.567419575633128,14,12,10,1487,6.95,8,10,9,8,5,2500,98,22,13,85,2
4409,23.772758384668034,15,14,11,0,0.0,11,11,17,10,9,2250,91,28,10,85,-2
4410,23.720739219712527,12,11,12,1565,6.74,11,9,10,11,6,3500,116,29,15,134,1
4411,23.800136892539356,8,8,12,90,6.63,10,10,7,11,14,2000,84,41,10,107,0
4412,23.54277891854894,13,12,11,1379,6.73,11,11,11,8,6,2250,118,17,15,134,2
4413,22.89390828199863,13,17,12,817,6.84,11,9,12,13,13,1000,76,23,7,72,5
4414,23.16769336071184,11,13,12,3304,6.87,11,11,12,11,5,3200,115,5,9,134,0
4415,23.170431211498972,11,18,11,20,7.0,7,10,9,9,7,1250,71,34,3,72,1
4416,23.619438740588638,15,16,12,3723,6.98,13,14,16,14,5,2100,89,34,16,85,10
4417,22.844626967830255,13,14,12,287,6.77,11,11,7,10,5,1250,79,21,11,85,1
4418,23.37303216974675,14,10,9,3860,6.94,6,11,12,10,8,1500,75,42,7,72,14
4419,23.57015742642026,10,10,10,128,6.83,8,8,10,18,4,2250,87,19,12,85,1
4420,23.50444900752909,14,12,9,3465,6.98,10,12,17,14,5,3750,134,9,14,134,0
4421,23.42778918548939,10,13,12,2431,6.81,10,10,12,8,4,1500,92,18,8,85,1
4422,23.811088295687885,13,12,8,2641,6.78,5,9,10,11,5,1200,72,6,7,72,0
4423,23.59479808350445,8,7,8,1796,6.68,8,13,10,13,15,2250,88,42,10,107,3
4424,23.811088295687885,15,13,16,2315,6.85,12,12,12,12,12,4100,122,8,12,158,1
4425,23.307323750855577,11,16,12,4109,6.93,12,9,10,20,8,3000,113,17,17,107,0
4426,24.62696783025325,11,15,10,1346,6.88,5,10,9,15,12,1000,59,36,5,46,0
4427,24.191649555099247,8,11,9,4313,6.97,10,7,12,15,1,1500,72,22,4,46,0
4428,23.310061601642712,15,16,15,2971,6.66,11,12,14,6,4,2750,101,9,6,85,0
4429,23.200547570157426,11,12,11,3599,6.84,6,10,10,11,2,1000,86,19,11,72,0
4430,23.770020533880903,13,12,10,845,6.59,4,12,7,8,11,100,62,21,6,46,0
4431,23.54277891854894,11,8,12,2494,6.68,12,11,8,13,8,500,62,43,5,46,2
4432,24.136892539356605,8,3,10,1142,6.65,6,12,8,16,8,1250,62,11,4,46,0
4433,22.855578370978783,12,15,14,1801,6.76,10,10,12,19,12,2000,96,14,9,107,0
4434,24.17248459958932,13,12,11,4267,6.9,10,11,10,5,5,1400,69,36,3,46,0
4435,23.145790554414784,11,5,11,3985,6.82,5,12,10,7,11,500,66,41,12,46,2
4436,23.345653661875428,12,15,14,1350,6.91,8,13,11,12,6,1750,73,47,7,72,0
4437,23.753593429158112,9,5,11,3131,6.91,8,11,13,12,6,2500,104,21,20,107,2
4438,23.16221765913758,12,13,14,1352,6.78,6,11,9,13,16,1750,93,23,10,107,5
4440,23.41409993155373,13,12,14,2835,6.79,10,10,7,7,6,2250,106,22,5,107,0
4441,23.531827515400412,14,14,12,3149,6.78,9,9,10,10,10,4500,125,7,14,185,0
4442,24.810403832991103,11,11,13,3420,6.81,15,9,8,14,4,1250,68,42,3,46,4
4443,23.238877481177276,11,13,12,2243,6.66,8,11,10,11,13,2500,120,15,15,134,4
4445,23.857631759069132,9,13,11,1824,6.77,11,9,10,14,13,2000,81,19,9,72,0
4446,23.811088295687885,10,12,10,4532,6.9,5,8,9,18,11,1000,68,27,9,46,5
4447,23.54277891854894,12,18,12,3042,6.76,1,10,9,19,5,1750,70,20,5,72,0
4448,22.89664613278576,7,10,15,2578,7.04,12,13,10,12,5,5250,130,22,16,173,0
4449,23.82751540041068,6,8,8,35,6.7,6,7,6,10,6,1750,77,28,10,107,0
4450,23.852156057494867,12,8,8,706,6.88,12,9,11,15,14,3400,96,25,11,96,1
4451,22.902121834360027,13,13,15,3156,6.82,7,12,14,15,4,4250,112,9,12,147,2
4452,22.94866529774127,17,20,20,3743,7.68,14,18,16,16,10,9000,188,7,20,185,6
4453,23.994524298425734,15,15,12,387,6.75,11,14,12,8,8,2000,110,10,12,107,-2
4454,25.508555783709788,10,12,10,2095,6.64,9,8,11,10,14,2500,103,12,11,107,0
4455,23.266255989048595,10,12,11,592,6.75,4,9,10,7,13,2250,86,14,16,96,0
4456,23.433264887063654,11,12,11,3656,6.9,10,10,9,9,5,750,67,10,6,46,0
4457,23.315537303216974,15,15,15,2711,6.84,12,14,14,13,13,6100,138,25,17,185,0
4459,23.32101300479124,13,12,13,1430,6.73,9,12,9,10,6,1750,79,47,7,85,1
4460,23.21697467488022,9,4,11,45,6.4,8,9,10,20,8,1000,75,35,13,86,2
4461,24.791238877481177,15,14,15,410,6.67,13,12,13,11,6,3900,108,8,8,158,0
4462,23.901437371663246,13,12,12,4084,6.75,14,11,11,9,5,3250,117,28,14,134,13
4463,22.93223819301848,14,14,12,2691,6.64,10,12,12,12,13,4750,127,18,13,185,10
4464,23.79192334017796,11,13,11,3070,6.84,7,8,7,12,5,1500,78,25,2,72,0
4465,23.613963039014372,14,13,15,1804,7.11,11,11,12,13,6,2250,101,24,13,85,1
4466,23.4031485284052,6,8,14,147,6.58,16,14,7,10,12,1250,81,12,8,107,0
4467,23.34839151266256,6,9,9,3298,6.89,17,7,7,14,5,2000,86,26,16,85,6
4468,23.808350444900753,10,13,15,3127,6.89,12,8,14,12,5,2750,119,16,14,134,6
4469,23.63586584531143,18,12,10,2749,6.87,10,6,9,10,5,2500,90,30,11,85,7
4470,22.105407255304584,13,9,12,2903,6.86,9,9,9,17,12,1650,90,20,7,85,0
4471,22.308008213552363,13,13,12,2998,6.97,7,13,11,7,4,3000,99,19,11,107,1
4472,22.521560574948666,11,11,11,2875,6.78,9,10,10,9,8,1500,79,39,6,85,11
4473,24.16700889801506,10,14,9,2957,7.05,8,11,7,18,3,750,65,45,4,46,4
4474,23.64955509924709,18,15,14,3867,6.99,10,13,16,12,5,1250,82,23,7,72,2
4475,22.102669404517453,10,11,10,3900,6.92,8,12,9,17,4,1100,68,14,4,46,1
4476,22.748802190280628,8,5,11,779,6.78,8,12,10,10,6,1500,63,31,9,46,0
4477,23.003422313483917,9,13,10,240,6.66,8,9,10,11,6,1750,89,21,13,107,0
4478,22.535249828884325,11,12,10,3186,6.81,6,8,9,9,5,2500,105,22,5,107,2
4479,22.60643394934976,13,14,16,2475,7.08,11,15,11,9,6,4250,134,9,18,134,0
4480,22.537987679671456,13,13,15,1565,6.86,14,11,11,14,17,2550,119,13,18,134,0
4482,22.00958247775496,10,8,12,522,6.79,12,9,12,18,8,2750,100,32,13,107,0
4483,24.761122518822724,12,12,11,1571,6.84,10,10,9,10,8,2000,97,13,8,85,0
4484,22.584531143052704,10,10,9,2042,6.91,10,13,7,10,5,1250,79,23,7,72,-1
4485,22.792607802874745,12,12,12,3402,6.54,10,10,10,10,9,1150,80,38,7,72,0
4486,22.767967145790553,12,3,10,3679,6.85,10,13,12,10,8,1750,90,35,12,85,7
4487,22.795345653661876,10,11,12,2246,6.84,10,11,12,10,11,1500,97,18,11,85,1
4488,22.548939082819988,13,15,14,305,6.7,1,12,12,13,12,500,70,22,7,72,0
4489,22.751540041067763,18,18,15,3283,6.91,12,13,15,6,3,2600,108,10,9,134,6
4490,22.76249144421629,16,14,15,538,6.85,7,10,10,10,3,1250,70,25,7,46,1
4491,23.67419575633128,10,14,13,4093,6.67,8,11,11,18,4,500,64,36,12,46,2
4492,22.885694729637233,8,7,12,2385,6.73,8,11,10,17,11,1750,80,20,11,72,2
4493,21.965776865160848,11,10,10,353,6.83,7,10,8,18,12,2500,83,26,12,107,1
4494,22.48596851471595,12,13,11,2467,7.01,8,12,10,9,10,4000,116,14,20,147,0
4495,23.301848049281315,15,16,14,1062,6.98,12,14,13,13,6,3000,122,11,12,161,0
4496,21.99315537303217,13,13,11,847,6.64,8,12,11,8,7,1250,75,25,6,85,6
4498,22.97056810403833,11,4,10,2046,6.97,6,10,9,19,6,2000,91,9,6,85,0
4499,22.310746064339494,11,6,10,3061,6.94,7,12,9,12,6,1000,72,8,7,46,0
4500,22.765229295003422,10,10,10,1954,6.93,10,10,9,9,3,2250,97,28,12,85,5
4501,22.595482546201232,9,9,8,4217,6.78,11,10,9,7,6,500,64,24,10,46,7
4502,22.11088295687885,12,12,12,941,7.04,13,14,13,11,3,5750,143,19,20,185,0
4503,22.48870636550308,9,11,12,3484,6.89,11,9,9,9,4,3250,109,32,10,134,11
4504,22.68309377138946,13,9,13,2523,6.84,9,10,10,12,7,2400,94,31,10,85,8
4505,28.027378507871322,17,14,12,3237,7.11,12,13,14,10,8,2500,108,22,17,107,2
4506,22.702258726899384,11,14,8,2123,6.76,10,12,10,13,14,1250,70,16,7,72,3
4507,22.28062970568104,13,10,11,1674,6.93,11,13,8,10,10,1750,90,17,6,85,3
4508,23.06365503080082,12,10,10,1279,6.72,9,11,9,12,8,2000,87,25,10,85,7
4509,22.55715263518138,5,11,17,1805,6.81,12,7,10,8,3,2250,88,12,7,72,0
4510,22.442162902121833,10,9,8,133,6.65,7,10,8,8,2,2250,104,12,15,134,0
4511,25.587953456536617,14,3,11,3226,6.61,7,9,9,6,13,3300,102,5,10,94,0
4512,22.477754962354553,10,12,10,2235,7.01,8,11,9,9,7,2750,106,22,10,107,2
4513,22.55715263518138,12,15,11,2573,6.71,12,8,13,6,12,1750,92,23,6,85,5
4514,22.050650239561943,16,16,15,1984,6.56,12,12,11,7,7,2750,114,21,14,134,0
4516,22.313483915126625,12,12,11,374,6.81,11,12,11,14,4,1250,72,24,6,72,0
4517,22.757015742642025,13,6,14,23,6.6,5,10,4,16,9,800,75,32,13,107,0
4518,22.42299794661191,12,13,12,4092,6.81,9,13,9,18,15,100,68,27,4,46,0
4519,21.83983572895277,11,13,9,971,6.71,9,14,9,16,5,1500,80,18,9,72,0
4520,22.321697467488022,11,11,13,0,0.0,7,12,9,18,7,2500,95,6,16,134,0
4521,22.598220396988363,11,14,10,1121,7.2,11,10,6,13,5,250,77,11,11,72,0
4522,22.357289527720738,14,14,12,1101,6.85,10,12,8,10,10,2250,82,41,12,85,2
4523,25.70841889117043,13,11,8,2735,6.75,8,9,9,12,8,1250,81,24,5,72,0
4524,22.28336755646817,12,12,14,2153,6.69,9,9,10,20,5,1750,98,28,12,107,3
4525,22.527036276522928,15,14,13,333,6.83,1,13,9,10,5,1500,64,24,5,46,0
4526,22.76249144421629,15,13,14,3112,7.01,14,10,9,12,8,1600,88,17,16,85,4
4527,22.321697467488022,14,12,15,3304,6.88,10,9,12,8,11,3900,120,16,13,134,0
4528,22.78713210130048,17,10,12,3588,6.92,9,12,12,11,8,3250,115,25,17,107,7
4529,22.031485284052017,17,14,15,2556,6.75,5,14,14,14,7,2000,101,24,9,107,0
4530,22.38193018480493,14,14,14,2879,6.86,11,10,15,14,10,3750,129,23,16,134,0
4531,22.483230663928815,12,13,13,3010,6.94,11,9,11,11,5,4250,127,13,9,134,0
4532,22.811772758384667,13,7,8,1212,6.87,9,11,8,16,5,1250,81,14,9,72,0
4533,22.759753593429156,10,9,10,4139,6.77,9,10,20,9,9,1750,66,18,4,46,0
4534,23.093771389459274,11,8,3,3371,6.86,7,5,9,7,8,1500,70,11,10,46,0
4535,22.666666666666668,15,15,11,741,6.76,8,10,17,12,8,1000,61,28,3,46,1
4536,23.27173169062286,6,13,12,3588,7.14,9,9,10,4,4,1500,71,24,7,46,3
4537,22.2258726899384,13,4,12,2967,6.8,3,10,9,17,5,1250,74,20,2,72,0
4538,22.04791238877481,13,12,11,463,6.7,13,9,12,10,5,2000,94,17,8,107,0
4540,22.1492128678987,8,5,13,2609,6.84,6,11,9,18,4,1000,68,12,4,46,0
