index,Age,Prof,Det,Amb,Mins,Av Rat,Imp M,Pres,Cons,Ada,Inj Pr,WR,CA,Margin,Training facilities,Div Rep,Growth
0,34.06160164271047,7,8,11,51,6.7,11,8,10,10,14,3000,92,30,10,107,-11
1,41.49486652977413,18,17,8,4380,6.84,14,13,6,14,1,2400,70,50,3,46,-10
3,35.24435318275154,18,15,12,3703,7.21,13,16,12,10,14,1250,69,36,3,46,-4
4,35.331964407939765,15,16,15,3837,6.56,11,12,12,17,6,2900,103,25,12,107,-8
5,33.80971937029432,12,14,13,105,6.73,14,10,14,13,7,5000,124,17,15,185,-10
6,35.285420944558524,10,14,12,2070,6.67,13,8,12,7,7,1400,91,15,5,66,-11
7,34.62286105407255,16,11,10,341,6.72,10,12,15,12,7,4000,113,18,14,134,-8
8,35.12662559890486,15,15,15,4013,6.76,13,13,13,11,10,2250,78,42,12,46,-10
9,33.89185489390828,15,13,15,3329,6.74,12,13,13,14,12,4950,112,18,6,120,-8
10,33.08145106091718,16,12,9,2203,6.95,11,7,15,10,3,2000,82,8,7,85,-2
11,33.492128678986994,17,10,14,555,7.05,14,14,13,8,7,7300,156,20,18,178,-7
12,30.926762491444215,15,12,14,1119,6.93,13,13,11,13,13,5000,115,30,14,130,-4
13,29.207392197125255,13,15,12,0,0.0,10,11,12,10,15,3500,120,14,16,161,-3
14,29.08145106091718,11,12,11,2853,7.01,10,10,11,20,8,2350,97,6,12,73,-1
15,28.78028747433265,8,5,12,2067,6.95,7,10,12,10,14,1500,87,8,3,66,-1
16,29.43463381245722,10,14,12,917,6.73,10,11,11,12,7,2000,90,20,5,91,-1
17,28.91170431211499,9,9,9,1378,6.71,8,10,8,12,14,2200,84,21,11,85,-2
18,30.05612594113621,13,12,10,58,6.75,10,11,15,11,10,3500,104,8,12,96,-4
19,31.208761122518823,14,12,14,2755,6.8,12,12,10,8,5,4800,124,3,11,160,-2
20,30.132785763175907,9,13,13,2683,6.91,11,11,11,8,5,3700,106,14,16,110,-1
21,30.94866529774127,10,13,11,1582,6.95,12,10,12,16,9,3400,107,10,16,110,-4
22,29.7741273100616,14,12,11,2816,6.88,13,14,13,13,8,4500,126,2,15,160,0
24,28.49555099247091,10,9,13,2138,6.9,12,8,10,12,7,3000,125,20,13,130,-1
25,29.188227241615333,12,12,10,2791,6.76,11,11,13,11,9,1750,101,1,11,107,0
26,29.31690622861054,11,4,10,2972,6.82,9,9,11,8,8,2900,97,1,11,96,0
28,31.50444900752909,16,13,14,2515,6.63,1,12,16,12,7,6200,139,11,13,178,-1
29,31.802874743326488,13,11,12,1597,6.74,3,10,13,7,13,2750,89,14,11,94,-6
30,29.13347022587269,13,8,12,2507,7.05,8,11,11,14,5,1750,92,11,4,66,0
31,29.190965092402465,10,9,10,2070,6.63,18,10,10,11,10,1000,82,8,6,66,-3
32,28.6652977412731,14,14,12,2832,6.75,9,12,12,8,6,1750,98,4,12,85,0
33,28.531143052703626,13,16,8,2104,6.8,1,8,9,20,9,1000,82,8,6,66,-1
35,27.526351813826146,13,3,10,2597,6.89,14,10,12,9,5,2000,90,35,4,66,-2
36,26.833675564681723,13,12,14,3950,6.81,13,10,12,10,7,4500,115,0,12,147,0
37,28.150581793292265,10,10,8,1513,6.55,6,10,10,10,10,850,76,8,5,66,-2
38,28.317590691307323,16,15,15,2613,6.9,12,12,13,12,6,4500,135,7,16,161,0
39,26.55167693360712,14,13,12,628,6.79,13,12,11,12,7,2500,108,7,11,117,0
40,27.326488706365502,13,13,11,104,6.63,16,12,12,12,7,4750,125,5,13,173,0
41,32.43805612594114,8,10,11,1158,7.13,12,10,12,15,8,2250,94,8,4,66,-9
42,25.53867214236824,10,4,12,3402,6.84,9,10,10,7,4,1650,91,29,10,85,7
43,24.862422997946613,14,9,8,4422,6.88,1,7,9,16,2,600,68,41,9,46,0
44,25.519507186858316,10,11,9,2898,6.86,9,8,7,11,13,1750,87,31,11,85,4
45,26.803559206023273,9,17,11,3401,6.93,8,9,9,17,7,1750,80,10,10,72,0
46,25.415468856947296,11,12,8,472,6.58,8,11,8,7,17,1750,82,20,10,107,0
47,26.00684462696783,12,3,8,1675,6.93,7,10,8,20,5,1400,85,15,9,72,0
48,26.083504449007528,14,14,14,2618,7.15,12,10,12,12,6,5000,127,3,15,160,0
49,29.52498288843258,13,10,13,548,6.69,12,13,13,18,5,3500,104,5,11,160,0
50,22.902121834360027,15,14,13,3761,6.86,15,14,14,8,14,3900,118,22,12,116,3
51,24.53388090349076,12,12,12,3238,6.88,8,13,10,14,6,2550,101,21,8,87,2
52,21.749486652977414,11,10,12,2290,6.66,8,8,10,11,3,1750,88,22,10,107,0
53,21.73305954825462,14,14,13,3294,7.02,10,12,12,13,5,3400,121,9,9,134,1
54,21.470225872689937,13,13,12,3855,6.97,9,11,11,12,5,2750,114,22,8,107,3
55,21.163586584531142,14,15,14,118,6.6,9,14,10,10,6,3750,113,32,18,134,0
57,21.169062286105408,11,10,12,2501,6.79,11,13,7,13,8,2350,101,25,11,107,3
58,21.809719370294317,15,19,10,2122,6.85,11,9,10,11,5,1700,105,25,5,107,5
59,21.125256673511295,15,14,9,1523,6.83,7,10,8,10,5,400,57,32,2,46,7
60,23.277207392197127,12,9,10,2358,6.6,12,9,10,15,4,2250,90,25,8,107,5
61,20.175222450376456,10,13,15,15,6.6,10,14,7,20,5,1250,84,9,14,134,0
62,21.308692676249144,11,5,9,180,6.45,7,9,12,17,10,1000,75,15,14,134,0
63,22.245037645448324,12,5,10,44,6.6,2,10,8,20,8,1550,81,28,8,87,0
64,20.123203285420946,14,14,14,1652,6.97,12,12,12,12,10,3000,110,21,19,87,2
65,22.028747433264886,13,6,12,794,6.87,8,10,6,7,6,1450,79,25,8,73,1
66,22.012320328542096,9,2,11,316,6.64,4,15,11,14,11,2300,96,19,10,87,0
67,23.77549623545517,11,12,13,1528,6.68,5,10,7,7,4,2500,85,33,9,85,3
68,40.34770704996578,20,18,18,3591,6.98,18,17,16,16,14,7000,154,11,16,158,-17
69,39.70704996577687,18,19,15,3420,6.88,18,18,14,16,7,5000,135,25,17,161,-13
71,27.509924709103355,7,12,9,1881,6.94,4,5,10,4,7,1250,86,0,13,85,-1
72,36.38329911019849,16,15,13,2594,7.09,10,8,14,7,7,2750,106,9,12,96,-8
73,37.81245722108145,20,17,15,2418,7.04,16,17,15,10,11,7850,171,9,18,178,-17
76,37.61533196440794,16,15,16,1471,6.62,15,15,13,12,7,1500,90,25,4,91,-10
77,35.46611909650924,16,15,14,2545,6.63,14,14,14,14,7,1500,95,15,5,91,-10
81,34.86379192334018,18,18,18,3758,6.97,15,16,15,15,2,8600,178,12,19,178,-6
83,37.39082819986311,15,16,15,2959,7.08,10,9,13,11,5,1750,90,30,8,86,-11
84,40.90075290896646,16,15,15,2256,7.13,7,13,15,14,8,3300,106,19,10,87,-10
85,36.63791923340178,16,16,14,2079,6.67,12,13,14,13,6,3950,119,6,13,158,-8
86,40.99657768651608,12,13,13,2421,6.89,13,17,12,12,8,2500,96,14,12,86,-13
88,39.52908966461328,14,13,16,1443,6.75,14,14,16,12,11,5850,137,9,18,158,-19
89,36.09582477754962,13,14,12,1220,6.95,4,13,14,15,17,1650,88,5,15,86,-11
90,39.044490075290895,13,17,12,2581,6.86,10,12,11,12,13,1750,90,5,8,86,-10
93,37.14442162902122,19,17,16,2993,6.99,13,17,15,14,8,5600,121,36,11,120,-10
94,36.81587953456537,17,16,17,3046,6.96,16,16,17,13,8,6000,140,14,18,158,-11
95,37.437371663244356,16,16,12,2007,6.7,13,15,13,15,16,3000,115,35,14,130,-11
97,36.4517453798768,12,14,17,34,6.6,9,12,9,9,8,1950,91,11,15,94,-13
98,36.271047227926076,17,16,13,2939,7.18,15,15,16,12,5,2750,105,8,12,94,-8
99,36.48459958932238,11,12,16,1971,6.63,9,8,9,12,8,3000,108,10,15,104,-10
101,35.04175222450377,16,13,10,2348,6.84,12,11,10,13,11,2500,100,15,15,94,-9
102,39.455167693360714,20,13,15,989,6.79,16,19,15,13,10,5500,130,6,15,173,-17
103,37.21286789869952,18,14,15,2297,6.76,15,14,12,12,5,5250,121,22,14,147,-15
104,34.809034907597535,15,11,10,3007,7.21,11,10,9,11,11,5100,132,18,13,87,-10
106,40.11225188227242,17,13,16,3420,6.77,14,16,14,17,10,3500,117,16,11,120,-10
109,40.98015058179329,20,16,14,3255,6.86,16,20,14,14,2,2300,93,33,8,80,-11
110,38.72689938398357,15,16,14,0,0.0,15,14,13,10,12,1900,78,44,6,80,-11
117,34.42847364818618,13,12,14,1078,6.93,11,10,13,8,11,4400,125,12,15,160,-11
118,35.80287474332649,16,13,16,1085,6.73,13,10,12,18,13,4500,114,36,12,160,-11
119,35.14305270362765,12,19,12,1891,6.95,15,14,14,14,10,4750,110,20,15,96,-11
120,34.38740588637919,9,5,5,3264,6.86,8,7,10,11,10,4250,109,21,11,110,-11
121,33.89733059548254,13,15,9,2895,6.74,11,12,12,8,4,3250,101,2,8,110,-10
122,34.12457221081451,12,12,14,1904,6.77,11,12,14,10,6,4250,110,11,10,160,-11
123,38.31895961670089,13,7,9,3332,7.14,14,7,12,12,8,4650,108,28,14,87,-12
124,33.02395619438741,9,13,14,1272,6.75,10,12,10,12,9,4750,114,11,13,160,-12
125,32.84325804243669,14,6,15,0,0.0,10,13,12,15,6,4600,130,4,18,160,-11
126,33.80150581793292,15,11,12,2685,6.91,13,11,13,12,14,3500,106,17,15,110,-10
127,41.01848049281314,15,14,13,352,6.82,13,12,14,15,7,1850,84,32,14,80,-11
128,39.1895961670089,12,13,11,2014,6.83,14,9,13,11,7,1750,95,7,5,66,-11
129,39.455167693360714,15,16,15,1620,6.76,14,15,12,12,5,3750,110,25,6,91,-11
130,36.17796030116359,15,15,12,2880,6.88,14,12,12,11,6,3750,123,6,10,117,-12
131,37.100616016427104,17,15,13,2939,6.92,16,14,16,8,8,5000,121,19,12,160,-14
132,34.26967830253251,20,20,18,497,6.76,15,14,16,15,11,6250,140,15,19,173,-4
133,37.39082819986311,17,16,16,21,7.7,17,19,14,14,15,5800,127,49,12,178,-15
134,35.37850787132101,14,15,15,49,6.6,14,14,11,16,12,6000,131,30,10,173,-13
135,35.18412046543463,16,14,8,2789,6.81,14,12,16,10,6,5500,134,8,12,178,-5
136,36.78302532511978,19,19,15,1583,6.93,12,12,12,17,12,4250,119,20,16,120,-4
137,36.29568788501027,18,16,13,3415,6.72,12,11,12,14,12,4750,126,24,13,173,-5
138,37.95482546201232,14,17,11,2502,6.85,12,13,13,12,8,3750,103,32,8,73,-10
139,31.307323750855577,10,2,10,21,6.6,5,12,7,8,11,2250,92,16,12,110,-10
140,35.24435318275154,13,15,11,0,0.0,11,13,12,12,5,3000,89,11,5,80,-11
141,35.7700205338809,4,13,11,2055,6.64,13,12,13,10,5,4750,125,3,14,120,-16
143,35.34839151266256,18,14,15,2323,6.75,11,10,15,12,5,4250,97,18,12,80,-6
144,35.95893223819302,14,13,13,2801,7.02,12,12,12,8,7,2450,93,21,8,80,-11
145,35.110198494182065,18,18,18,1207,6.76,12,14,14,13,11,6100,127,17,16,173,-8
147,33.72210814510609,18,17,11,1892,6.73,13,12,14,11,13,4400,126,9,14,173,-7
148,34.81998631074607,18,18,13,3102,6.69,13,10,13,12,5,2250,94,15,7,80,-4
150,36.48733744010951,16,15,16,2331,6.83,15,14,15,14,8,2800,96,24,6,80,-11
151,34.795345653661876,15,15,13,664,6.82,12,14,12,14,9,1700,97,5,10,80,-11
152,37.87816563997262,16,17,13,3052,6.73,13,11,13,11,8,3400,109,5,7,120,-9
153,34.893908281998634,15,16,14,2930,6.85,15,15,15,5,5,3200,92,23,9,80,-7
155,34.47775496235455,16,13,13,2652,6.87,11,12,9,13,7,3300,102,12,5,80,-6
156,38.119096509240244,14,13,10,0,0.0,10,13,13,12,14,3550,97,40,5,80,-10
157,34.17932922655715,11,13,13,3443,6.98,10,12,13,12,6,4250,105,30,14,80,-11
158,32.99931553730322,15,16,14,3201,6.94,13,10,15,12,13,4000,101,24,10,80,-6
159,34.81177275838467,20,16,16,3197,6.69,14,16,16,13,10,5750,131,15,10,173,-3
160,33.45927446954141,14,15,11,1614,6.83,10,15,12,14,6,2500,100,10,12,80,-9
161,33.06776180698152,13,13,13,15,0.0,10,12,12,12,13,3950,115,15,17,120,-6
162,35.854893908282,16,15,11,2720,6.84,13,12,13,12,8,2550,99,25,7,80,-5
163,35.60027378507871,16,16,17,2796,7.09,12,13,13,12,8,4000,104,18,6,80,-10
164,39.290896646132786,16,14,13,23,6.7,13,12,15,11,7,4100,124,11,13,87,-16
165,37.379876796714576,15,15,8,372,6.95,11,11,13,10,7,4000,110,20,9,87,-11
166,37.86721423682409,18,13,13,130,6.77,13,13,13,10,9,5250,120,36,14,116,-11
167,37.90280629705681,9,6,11,2784,6.94,12,11,11,11,10,2000,90,25,8,73,-12
169,36.97741273100616,15,14,14,84,6.67,13,9,12,15,11,5800,131,44,18,178,-20
170,38.78713210130048,7,10,12,2750,6.91,10,9,13,10,11,2250,95,45,8,73,-12
171,33.1937029431896,10,13,8,2741,6.58,9,11,10,11,12,3450,109,11,9,87,-10
172,33.75496235455168,8,12,10,2193,6.59,14,9,10,13,7,5250,105,35,9,87,-12
173,38.110882956878854,12,12,12,2223,6.98,15,12,11,14,8,2650,103,2,10,73,-11
174,37.03764544832307,16,14,12,2928,7.11,14,13,13,8,10,3600,102,28,9,73,-11
175,37.57700205338809,14,14,13,1717,6.87,13,13,14,11,8,3650,113,12,11,116,-14
176,35.474332648870636,11,10,17,1421,6.78,10,10,13,6,17,4000,110,25,9,116,-11
177,36.80766598220397,10,11,11,1594,6.97,12,12,15,13,14,1600,82,33,8,73,-11
178,36.3668720054757,18,14,10,2278,6.76,13,14,16,12,11,2700,94,35,8,73,-7
179,36.134154688569474,13,10,11,2985,6.79,4,11,14,12,8,4400,128,4,13,116,-18
180,35.07186858316222,17,4,11,3197,6.9,11,14,14,11,4,5000,130,1,12,178,-8
181,34.247775496235455,11,10,13,1105,6.75,6,12,10,14,7,1750,85,16,10,73,-12
182,35.81108829568789,14,12,11,2901,7.04,12,12,11,14,13,2850,107,13,9,87,-11
183,35.05544147843943,16,13,12,3042,6.7,14,12,13,5,13,4350,117,17,15,178,-4
184,35.931553730321696,20,20,20,3169,7.0,19,15,14,17,10,6300,138,27,18,173,-4
185,37.22655715263518,10,17,12,2759,6.73,8,11,12,11,13,2550,101,3,10,73,-11
186,34.33538672142368,12,12,10,2973,6.99,11,12,15,15,14,2750,105,35,13,87,-11
189,39.19780971937029,16,11,12,3299,7.11,15,10,15,10,6,3750,115,5,10,87,-11
190,34.521560574948666,9,6,9,1318,6.76,14,14,12,9,6,2000,90,40,8,91,-12
191,36.276522929500345,15,15,12,2106,6.82,12,10,12,14,9,1250,85,15,5,91,-11
192,35.063655030800824,16,16,15,54,6.7,14,13,12,15,10,5500,125,30,14,178,-11
193,36.15058179329227,15,15,12,2246,6.87,9,12,11,10,4,1500,95,10,9,91,-11
194,35.19780971937029,10,12,8,1466,6.8,13,13,9,13,15,3000,57,67,9,46,-2
195,56.34770704996578,20,17,15,0,0.0,16,18,14,17,4,700,69,89,10,104,-14
196,34.46406570841889,14,14,12,2014,6.73,14,13,9,12,4,2750,85,52,9,72,-10
201,42.37371663244353,14,12,7,0,0.0,12,10,11,8,7,600,55,7,11,85,-10
202,33.39082819986311,14,16,17,1855,6.62,12,13,12,12,14,2250,111,9,15,134,-5
203,33.13347022587269,13,13,13,1168,6.81,11,10,13,10,17,3000,83,37,7,85,-10
204,34.06981519507187,19,15,10,2685,6.86,11,16,13,13,5,3000,97,23,6,85,0
205,35.90417522245038,16,12,6,2097,6.72,12,11,12,15,11,2400,89,21,7,85,-11
206,32.889801505817935,14,14,11,69,6.55,12,9,8,5,14,2500,81,34,7,72,-8
207,33.779603011635864,16,14,12,3356,6.74,13,11,16,12,8,6000,140,3,11,185,-6
209,35.49623545516769,15,15,14,970,6.71,14,14,17,11,16,6000,139,16,17,185,-10
212,36.884325804243666,12,16,17,0,0.0,12,9,10,8,6,3000,94,41,15,107,-11
215,35.50992470910335,18,14,14,3122,6.74,12,12,13,14,19,2850,102,26,20,107,-6
216,31.463381245722108,14,9,8,3120,6.94,14,14,8,12,6,3500,100,25,10,85,-6
218,34.27241615331965,12,10,11,510,7.01,12,12,10,9,9,3500,97,43,11,107,-11
219,34.2943189596167,16,11,11,2462,6.7,12,8,12,6,10,1250,81,6,7,72,-8
220,33.2621492128679,9,13,17,1462,6.51,14,13,9,14,5,3750,108,19,12,107,-12
221,33.80971937029432,10,15,10,169,6.78,11,10,9,11,5,1950,104,6,12,96,-10
223,39.644079397672826,13,15,13,460,6.6,11,12,12,9,6,1000,50,25,10,46,-11
224,37.492128678986994,20,19,17,1837,6.78,15,17,14,18,14,6250,141,16,18,185,-9
226,31.57015742642026,16,15,11,51,6.6,13,15,11,15,9,5500,130,8,13,185,0
229,37.50034223134839,5,13,11,3432,7.11,12,6,9,7,15,1800,81,29,12,46,-13
230,34.770704996577685,15,10,16,3525,6.85,12,10,11,13,8,2250,94,26,15,85,-8
234,32.85420944558521,7,18,17,3544,6.82,16,14,16,11,7,1750,89,16,7,85,0
235,38.195756331279945,18,14,14,2863,6.73,12,14,15,12,6,3000,96,29,9,107,-10
236,36.89253935660506,15,15,12,817,6.66,14,13,13,12,11,3000,93,39,8,85,-11
237,35.87132101300479,13,17,10,2108,6.83,14,13,10,12,6,3250,83,3,7,72,-11
239,37.99315537303217,18,12,13,2174,6.64,13,14,10,11,15,2400,95,25,15,85,-10
240,37.464750171115675,16,8,12,4140,6.83,11,14,11,3,10,2500,79,42,9,46,-11
241,38.299794661190965,20,17,16,2481,6.62,16,13,14,13,14,3500,98,42,8,107,-9
243,37.98220396988364,20,14,13,489,6.59,15,12,13,16,5,5600,130,26,18,185,-14
244,36.511978097193705,11,12,16,0,0.0,13,16,11,12,14,4000,96,47,17,185,-11
245,35.592060232717316,14,14,13,3459,6.75,10,11,12,10,13,4500,116,19,10,85,-8
246,36.936344969199176,17,18,9,3013,6.58,11,8,12,18,10,2200,64,0,3,46,-9
248,39.123887748117724,16,18,12,3638,6.75,16,13,16,10,11,2750,97,23,11,85,-9
249,35.30732375085558,10,10,9,412,6.8,12,10,8,5,12,1800,75,40,11,72,-11
251,36.558521560574945,15,14,11,90,6.7,9,13,13,12,17,3000,106,19,10,134,-11
252,36.498288843258045,12,13,12,915,6.87,10,10,14,12,12,1900,80,23,11,85,-11
254,36.36413415468857,11,16,10,255,6.63,13,12,12,11,8,2500,114,10,15,134,-11
257,36.747433264887064,19,18,13,1504,6.62,10,11,12,15,10,3500,87,48,6,85,-7
259,36.07939767282683,10,13,7,3442,6.72,12,12,14,11,4,2250,75,38,4,46,-12
264,36.709103353867214,18,15,15,750,6.67,13,12,10,14,3,2500,87,28,6,85,-7
266,35.62217659137577,5,15,15,284,6.38,11,8,12,12,14,2500,68,52,11,72,-12
267,35.115674195756334,16,14,13,3941,6.92,15,12,15,8,5,3750,123,19,18,134,-7
268,34.65845311430527,12,14,12,455,6.62,12,12,11,9,8,3750,105,25,11,107,-8
269,35.605749486652975,17,14,14,3224,6.99,9,14,10,9,9,1200,62,10,10,46,-3
271,37.2539356605065,12,18,14,90,6.8,12,12,12,14,16,3500,95,29,10,85,-12
272,35.14579055441479,19,15,15,2532,6.58,16,15,15,16,16,6250,146,13,18,185,-5
275,34.48596851471595,13,14,12,106,6.63,13,13,11,12,14,4500,114,32,11,117,-9
277,33.927446954141,16,14,15,574,6.55,13,12,14,12,15,4500,123,19,16,185,-9
278,34.261464750171115,14,12,13,0,0.0,12,11,12,10,18,5500,124,14,15,185,-9
279,34.286105407255306,16,15,15,0,0.0,10,12,11,13,5,3000,102,20,13,134,-7
280,33.65366187542779,6,9,11,3102,6.65,14,7,7,7,9,2400,75,30,9,72,-10
281,33.91375770020534,18,16,14,365,6.48,12,13,11,11,18,3000,96,44,17,107,-11
282,34.4394250513347,15,14,11,2982,6.73,14,13,12,10,18,3500,97,34,6,85,-8
283,34.247775496235455,8,6,11,275,7.04,10,10,12,5,13,1250,73,12,3,72,-11
284,36.18069815195072,14,14,14,0,0.0,9,11,7,12,14,2500,81,53,17,107,-11
285,35.27446954140999,8,17,10,4331,6.79,9,8,10,12,13,1150,74,19,6,46,-11
286,34.64476386036961,18,16,15,789,6.64,14,11,12,15,6,2800,90,40,6,85,-8
287,36.591375770020534,15,9,8,1653,7.03,10,8,13,9,9,2000,76,31,9,46,-10
288,32.59411362080767,17,13,13,2458,6.67,11,11,12,15,4,3500,112,22,14,134,-3
289,36.271047227926076,16,11,12,388,6.88,12,11,14,18,13,4000,102,34,12,85,-8
290,36.049281314168375,16,14,12,0,0.0,11,10,11,10,12,2250,78,32,9,72,-3
291,34.458590006844624,8,10,13,1887,6.84,14,13,7,10,8,3000,90,30,7,72,-11
292,34.65845311430527,7,11,13,921,6.51,15,10,12,7,12,3500,92,36,9,85,-11
294,38.770704996577685,16,14,13,119,6.83,10,12,10,16,4,1750,36,84,1,46,-8
295,35.006160164271044,12,12,10,2868,6.9,14,12,12,9,12,3500,110,10,14,140,-11
296,30.299794661190965,12,13,11,533,6.56,11,9,11,12,9,2800,112,15,10,125,0
297,37.672826830937716,13,18,8,1830,6.85,17,13,14,10,11,5250,130,7,19,140,-15
300,30.90485968514716,14,12,14,2880,6.94,12,10,14,13,3,4250,125,5,9,130,0
302,34.64202600958248,16,14,16,3159,7.03,14,11,15,12,5,4950,128,8,17,120,-8
303,32.79671457905544,17,14,13,2671,6.6,11,11,13,13,7,5200,129,15,13,173,-4
304,36.18069815195072,10,12,10,430,6.71,16,11,11,16,13,2750,110,35,6,130,-11
308,38.379192334017795,13,8,12,2188,6.94,12,10,13,20,7,2100,92,13,8,73,-10
311,37.82614647501711,15,13,15,3012,6.84,16,13,15,16,12,6750,148,13,17,178,-20
312,38.55167693360712,19,15,14,2409,6.77,16,14,16,17,12,6250,140,25,15,116,-18
313,37.61259411362081,18,16,14,3585,6.86,15,15,13,5,12,6350,137,24,16,178,-12
315,37.25941136208077,18,20,18,4150,6.94,20,19,13,12,9,7050,151,23,16,178,-5
317,36.49007529089665,11,2,11,2793,7.03,15,8,11,9,9,2500,100,20,2,73,-13
318,36.6735112936345,18,15,12,1923,6.96,12,12,15,14,6,4000,115,15,17,125,-8
319,38.68309377138946,14,17,13,0,0.0,16,14,13,10,7,3950,108,13,11,120,-10
320,36.12320328542094,15,14,14,3085,6.78,14,12,14,10,9,2100,90,30,5,80,-10
321,36.12867898699521,15,11,11,2913,6.61,14,12,10,9,5,4500,106,26,7,80,-10
322,36.19164955509925,16,14,15,2923,6.71,12,15,14,10,6,2600,99,21,5,80,-4
323,36.96646132785763,15,17,13,0,0.0,12,10,12,19,9,2800,101,19,12,80,-12
324,37.40451745379877,18,15,14,1189,6.63,13,15,14,19,8,4950,114,27,14,120,-10
325,38.8145106091718,18,18,18,2374,7.17,15,13,14,14,8,4750,106,30,12,80,-11
327,36.10403832991102,17,14,13,3112,7.03,13,16,13,9,9,3600,110,3,12,80,-9
328,37.021218343600275,10,12,12,23,6.4,15,8,14,10,10,3500,104,9,8,125,-11
329,36.04654346338125,15,15,18,1166,6.73,16,15,15,13,14,4500,108,27,12,120,-10
331,33.582477754962355,20,18,16,2614,6.9,14,18,15,10,5,6250,147,3,18,173,-3
333,34.861054072553046,13,13,12,12,0.0,10,11,13,12,10,5000,119,16,14,173,-11
334,34.757015742642025,18,14,15,1799,6.95,14,15,11,13,8,4550,106,19,17,80,-3
335,36.45722108145106,15,14,12,1629,6.66,15,13,12,11,5,2250,97,25,5,80,-11
336,35.214236824093085,15,13,14,1819,6.6,13,12,11,14,14,4000,91,32,6,80,-9
339,31.967145790554415,14,11,11,667,6.65,13,12,11,11,5,2750,110,15,11,130,-9
340,36.19164955509925,14,12,14,2936,6.84,13,17,16,14,11,6250,132,33,18,147,-15
341,33.73305954825462,14,14,14,2840,6.97,13,12,13,12,14,4500,116,13,11,96,-9
342,26.373716632443532,12,14,11,2880,6.83,13,11,13,12,12,3500,126,9,12,161,2
343,36.106776180698155,17,15,15,6,0.0,13,12,15,18,5,3750,107,13,12,110,-7
345,35.09924709103354,13,15,14,2519,6.77,11,10,12,14,8,4250,121,9,20,147,-10
346,35.34839151266256,18,16,16,3314,6.9,14,12,13,14,10,5500,122,13,17,147,-1
348,33.76043805612594,5,4,15,636,6.65,12,9,11,14,5,2000,90,15,13,85,-11
350,34.469541409993155,16,13,8,3513,6.92,18,18,16,17,10,6600,147,13,17,178,-6
351,34.280629705681044,15,13,7,2379,6.93,15,16,14,15,4,3750,110,25,15,96,-11
352,33.91649555099247,15,12,14,1160,6.67,12,13,9,8,19,5000,120,25,13,147,-11
353,33.724845995893226,10,14,13,1946,7.06,14,11,14,12,11,2000,98,8,8,85,-11
354,36.35044490075291,14,12,14,434,6.71,12,8,8,8,6,4250,105,5,12,96,-11
355,36.16974674880219,12,14,13,2479,6.64,12,11,16,11,16,4200,97,14,12,96,-11
357,34.80355920602327,12,14,12,74,6.9,12,11,15,10,18,1700,106,8,11,96,-11
358,37.270362765229294,13,17,10,1604,6.76,14,8,18,20,15,2000,94,21,14,85,-10
359,32.71184120465435,14,14,12,2601,6.74,15,11,14,13,5,3500,113,0,10,96,-5
361,32.97741273100616,8,17,10,1502,6.76,16,9,12,12,7,950,79,9,10,85,-4
362,32.5284052019165,12,11,10,125,6.53,5,11,11,18,11,2500,87,13,13,85,-8
363,33.31690622861054,10,7,11,2989,6.88,12,12,12,18,8,1250,92,18,10,85,-10
364,33.35523613963039,8,2,13,596,6.75,6,13,20,9,5,250,75,1,12,85,-13
365,33.08145106091718,7,10,11,555,6.74,13,7,14,12,16,3750,104,11,12,147,-11
367,34.5927446954141,14,17,10,3653,6.8,15,13,17,15,11,4250,122,11,15,147,-7
368,38.17385352498289,13,13,13,2205,6.75,13,10,12,10,11,2250,90,25,7,66,-11
370,36.34496919917864,13,14,13,2138,7.15,13,12,11,7,10,2650,98,17,5,66,-11
371,37.0321697467488,11,13,10,1962,6.97,13,10,12,10,10,2000,91,24,5,66,-11
372,36.15605749486653,12,14,16,10,0.0,12,11,10,15,12,4500,112,46,11,120,-12
373,38.24229979466119,17,15,14,1980,6.88,9,15,10,10,8,3500,102,34,15,85,-11
374,36.785763175906915,12,14,11,2068,6.67,13,11,12,12,7,1500,89,7,4,66,-11
375,35.94250513347023,16,15,13,2160,6.7,12,8,10,14,9,3000,90,20,7,66,-11
376,35.121149897330596,14,14,12,2368,6.92,12,14,11,17,9,1450,89,12,6,66,-11
377,37.28678986995209,17,13,14,2768,6.96,14,12,12,12,5,3550,110,32,12,85,-10
378,38.554414784394254,13,10,14,3025,7.1,12,12,14,12,7,3250,102,33,10,85,-12
380,37.31416837782341,20,17,16,1644,6.67,14,18,18,16,2,5000,130,2,13,173,-5
381,38.47775496235455,14,16,13,797,6.89,14,13,12,16,15,3750,115,33,6,117,-13
382,37.327857631759066,14,13,13,1618,6.86,14,12,11,17,10,3000,100,20,8,66,-12
383,35.58658453114305,11,10,12,2679,7.05,13,8,12,18,8,2500,100,5,5,85,-11
384,36.46543463381246,17,15,13,928,6.64,14,12,12,17,10,3750,110,14,5,117,-11
385,37.11978097193703,15,16,15,1334,6.81,12,14,10,14,11,4000,97,51,14,85,-12
386,34.458590006844624,15,14,13,515,7.12,13,13,11,19,14,3650,113,16,13,117,-11
388,35.47707049965777,13,11,14,1545,6.52,12,6,10,8,15,2750,98,49,5,66,-11
389,36.71731690622861,16,14,12,3471,6.6,13,12,12,15,9,5400,123,14,11,116,-8
390,35.19507186858316,16,15,14,1569,6.7,13,14,11,12,7,3000,96,21,13,85,-11
